Sample Name,DB,DOHH2,FARAGE,GRANTA519,HAIR_M,HBL1,HC_1,JEKO1,JVM2,KARPAS1718,KARPAS422,MAVER1,MEC1,MINO,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,REC1,RIVA,SP49,SP53,SSK41,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,UPN1,VL51,WSU_DLCL2
ADAR,3.120346283,3.508069723,3.04826805,3.155967058,3.14968185,2.832962664,3.313125217,3.157313162,3.266250875,3.087463697,3.20006626,3.422465786,3.013773367,3.020450224,2.938801545,3.051332247,3.056526524,2.946365762,3.003717341,3.130249749,3.151165473,3.048877533,3.068348962,3.095345249,2.937428057,2.945270593,3.384519141,2.824674556,3.073708114,2.942994858,3.030098335,3.086844163,2.894205522,3.007461346,3.265760784,2.887434868
ADCK3,2.406938568,2.309374368,2.083827243,2.028903102,2.143603654,2.312432927,2.164826984,2.649235345,1.769122594,2.312031517,2.015093955,2.559815338,2.288434053,2.481489463,2.64230285,2.431188041,2.667266622,2.226627644,2.570798427,2.42892997,2.057785134,2.364625077,1.680187414,1.570579928,2.260061953,2.44819853,2.070062891,2.076231549,1.968998317,1.823046314,2.076038926,2.998444125,2.316783279,2.592639594,2.512098074,2.031281314
ADIPOQ,0.988733847,1.661991397,1.982180655,0.699192387,1.75217276,1.872778319,2.068686315,0.655554234,1.301494493,0.740402991,1.933091297,0.84057615,2.445826339,1.222368334,1.306995182,1.319721536,0.609476719,2.30062101,0.154379838,1.69551614,1.694663563,0.837921389,1.509794571,1.603899674,1.310529842,2.17676126,0.745266173,1.924442824,0.933997653,0.619411306,2.146174933,1.412805321,2.108701747,1.711126842,0.749641812,1.875050219
ADIPOR1,2.669623571,2.688413223,2.553557998,2.72802944,2.549056595,2.525597058,2.687705729,2.570426052,2.643490139,2.542586722,2.804481575,2.673971197,2.839579766,2.490770451,2.603914606,2.569704613,2.585495954,2.85864165,2.494559462,2.516311646,2.601748541,2.639817396,2.603294515,2.702643543,2.541969738,2.742337096,2.821326047,2.586980398,2.609874151,2.537554023,2.80793203,2.58347869,2.681206495,2.74019829,2.753166168,2.574352889
ADIPOR2,2.638843237,2.659933501,2.713375838,2.892852028,2.572115314,2.959103305,2.793598242,2.99409926,2.629818986,2.643586566,2.548059174,2.777661984,2.72460089,2.529710688,2.560983654,2.519916026,2.950151364,2.646125154,2.508360148,2.342363131,2.563712557,2.701625443,2.572071857,2.627927912,2.887251289,2.758110689,2.263574432,2.420152986,2.894060514,2.73042164,2.54271082,2.90110859,2.770090938,2.876449918,2.711677743,2.766226538
ADM,1.198613093,2.695268901,1.783693624,2.010538651,2.197446647,2.917954472,1.529712693,2.065675079,0.978805437,2.681125514,1.394568026,2.400715347,1.964706027,2.818205456,1.784815221,3.149988088,2.776037623,2.496597825,3.251405648,1.656786529,2.053368541,3.386720132,2.570914159,3.10646852,3.214357082,1.595484874,2.382974746,3.004362039,0.717288543,1.400139979,2.535106358,2.315704786,3.19116991,2.488140302,0.757610741,1.941283295
ADORA2A,2.216944773,2.190908098,2.019638361,1.468910469,1.878902404,2.417352122,1.630739272,2.074223728,1.802960866,2.249512775,1.827605374,2.046201488,2.124004932,2.079967351,2.234310982,2.089052877,1.613497993,2.059964573,1.011712335,1.644363618,2.310036305,2.275021201,2.228217389,2.141102739,1.959031957,1.893460031,2.204611534,2.226105441,2.519458382,1.980801826,2.002228303,1.835331807,2.144717954,1.738217104,2.099674353,2.104813438
ADORA2B,1.213942725,1.918577956,2.007507915,1.150506378,1.743716133,1.941442289,2.149855832,0.926621007,1.227447363,0.701250867,1.864929697,0.891728672,2.53822811,1.640468101,1.43035753,1.830954464,1.14036112,2.462984107,1.767163695,1.66147152,1.703859748,1.246856782,1.755940904,1.782008899,1.823385142,2.433715878,2.825181931,2.754355804,0.941684481,1.023511623,2.685207272,1.578096516,2.270126046,1.748972214,0.880570912,2.041608486
ADRA1A,-0.179005338,1.03557206,0.955284382,-0.171712917,1.296069856,1.142222696,1.316637867,0.507491699,0.07571545,0.338702833,0.260021862,-0.062513837,1.795391414,0.456051453,0.582089443,-1.090211587,0.231280769,1.413990468,0.019681264,1.267243453,0.673896525,0.360800134,0.919699372,0.557274462,0.339085302,1.067844826,0.194358704,0.711367999,0.282719639,0.462287886,1.005341538,0.682236331,1.107065985,1.065349902,0.448611816,0.905567743
ADRA1B,-1.024103378,0.152077629,0.001041873,NaN,-0.108763861,-0.312622164,-0.637604642,0.206461703,0.496720763,NaN,-1.018731738,NaN,1.565357603,-1.035310241,NaN,-0.391241583,-0.546870481,0.206266361,-1.021711421,0.8504181,0.942741837,0.360800134,0.25694154,-1.095938052,0.251935127,-0.132868908,NaN,0.167299955,-0.513160379,0.251434521,NaN,NaN,0.160941366,0.020930762,-0.681721952,NaN
ADRA1D,0.055077868,0.152077629,NaN,-0.171712917,-0.029582615,0.500291193,0.316637867,-0.520537025,-0.965677235,-0.244873752,-0.416671747,-0.715726351,1.617516603,0.265719755,0.292054832,NaN,0.373948273,0.815504937,-0.419651429,1.068632565,0.724063134,0.091954822,0.499979589,-0.095938052,0.473783876,0.44116236,-0.157823814,0.430541389,0.030907666,0.286196627,NaN,0.502028505,-0.918239881,0.369385408,0.163376088,-0.842620284
ADRA2A,-1.024103378,0.565081384,0.512925234,-1.016810957,1.574283178,0.500291193,0.492729126,0.72661759,NaN,-0.420965011,-0.018731738,-0.062513837,1.694308327,-0.734280245,0.723418596,0.210818409,0.298227559,0.285447607,-0.419651429,0.584150211,0.956828298,0.464340726,-1.044088456,0.159334453,0.110605974,0.587290396,-0.106671292,0.449846545,NaN,0.376373257,-0.043876485,0.728812473,0.92060921,0.662862265,0.597031649,0.333470975
ADRA2B,0.151987881,1.233382569,1.499352426,0.159280302,1.422715056,1.66624282,0.674149219,1.135880629,0.968821216,2.230555287,0.499782201,1.264277021,1.706854664,1.810407777,0.731387526,0.023731765,0.544209988,1.150749033,0.154379838,1.924543474,1.301763779,1.176275707,0.781986347,2.094953665,1.986557185,0.95081284,-0.106671292,1.350569798,0.115228551,0.815705951,1.146455213,0.405118492,0.852612131,0.5302367,0.585449776,1.562213433
ADRA2C,-0.723073382,1.070847821,0.177133132,-0.062568448,0.623629899,0.687377836,0.52376336,0.73473548,0.07571545,-0.545903748,0.157359521,0.284273649,1.678292141,0.52099226,0.032417522,0.232007708,0.017400949,1.116534933,-0.176613381,0.771236854,1.070060275,0.51402851,0.387275309,0.537530403,0.227111543,0.74937094,-0.759883805,0.129511394,0.030907666,0.286196627,0.853750607,NaN,0.613239037,0.540455865,0.247696973,0.387828637
AFF1,1.308335082,2.864727331,2.132179146,1.579786139,2.418350251,2.444773865,2.15303232,2.209437261,2.147931916,2.447238444,1.902434312,2.312030854,2.32690523,1.785547749,1.306995182,1.626626136,1.982046219,2.007441315,0.569353186,1.93658012,1.594360608,2.048260492,2.262336572,2.133487796,1.940157138,2.329341854,1.424807626,2.19260582,1.673654746,1.330615767,1.917544609,1.599434572,2.664050802,1.376809426,1.550002431,2.307214413
AGER,2.135463815,2.482133123,2.18466755,2.230671304,2.065004962,2.061208981,2.073780737,2.029691328,2.264771686,2.431819857,2.178824475,2.328225067,2.1633682,2.288148126,1.8758202,1.928904704,2.613998045,2.214866533,2.13695256,1.992651092,2.533071597,2.357951192,2.522349037,2.39345787,2.170431445,2.294657773,2.387637938,2.33633727,2.663943054,2.383640827,2.381820729,2.059707535,1.798597843,1.619637111,2.185450799,2.535959292
AGFG1,2.609264067,2.589921418,2.831068867,2.786236253,2.96400056,2.427937887,2.750496559,2.673236674,2.831521034,2.716863652,2.777565002,2.605561314,2.71982606,2.496424069,2.239488554,2.458546242,2.468069868,2.611555791,2.532777739,2.310731147,2.348439,2.614119496,2.592499728,2.813724933,2.600672554,2.547466606,2.542771749,2.293323073,2.69995876,2.572532164,2.426386962,2.22301425,2.206264344,2.888670137,2.713953833,2.516075816
AGGF1,2.292495924,2.368165875,2.148718197,2.137308569,2.014434214,2.071193202,2.350954315,2.252761723,1.999524466,2.451919333,2.313908672,2.178866597,2.673683992,2.244128548,2.230324316,2.265048319,2.183373301,2.547634929,2.374836617,2.13264987,2.264506373,2.486156261,2.188145066,2.483388152,2.220936636,2.409800942,2.173603483,2.263050302,2.075671347,2.335116268,2.283278028,2.171212513,2.306552076,2.591383888,2.05745468,2.197982056
AGT,0.318319303,1.303645751,0.770049744,0.430347074,1.221649913,1.526226927,1.381511648,0.847439761,0.647106621,0.299194292,0.572332869,-0.11366636,2.141733699,0.483203699,0.468146091,0.828866505,0.390981612,1.320209714,0.092231932,1.358573589,1.201184389,-0.099930705,0.418309542,0.495126555,0.796003171,1.562831612,-0.282762551,1.042361218,-0.513160379,0.603617039,0.905513522,0.844451186,1.115183875,0.870775237,0.397459294,1.254289729
AHNAK,0.122024658,2.122205635,0.883281721,2.352590457,2.18260499,2.761920014,2.209968017,1.798221738,2.458223683,2.328384749,0.604517552,2.934046476,2.868097224,2.382327499,0.509538776,1.594633775,0.971643458,1.228832189,0.685858755,2.471363436,1.444598287,1.995044809,3.155858602,2.759702229,1.23721187,1.170866981,0.444236177,1.634661372,0.246507466,0.752036871,2.355970228,2.556532125,1.61067682,1.328591337,2.762635173,1.091878167
AHNAK2,0.808405535,1.419939262,1.158649726,0.585249034,1.437778803,1.439426284,1.316637867,0.951731727,0.931949856,0.454096252,1.034346705,0.636456167,1.854642294,0.873174778,0.860256556,0.767120909,0.910506715,1.504391366,-0.118621434,1.548180052,1.209009726,0.765370721,1.304216408,0.833480874,0.515176562,1.711452913,0.620327436,1.269962297,0.600782974,0.649374529,1.189119626,1.294420195,1.263603707,0.932293275,0.914875143,1.551831397
AHR,1.193380566,2.03723922,2.621568305,2.14305689,2.322599903,0.757415703,2.135083712,1.129446519,2.441203435,1.72126798,1.727123457,0.875338256,2.778452992,1.747162383,2.030438956,2.201379239,1.29615455,2.354251682,2.294258925,1.826232716,1.569161174,1.205898174,1.670241304,1.724263407,2.564864346,2.501986065,1.565426566,2.474617674,2.179025346,2.307862911,2.870731083,1.845577761,2.456141818,2.077542468,2.463163466,2.507821573
AHRR,0.827154971,1.36253779,2.276065138,1.71718833,2.03922146,1.565324788,1.039088967,0.877402984,1.567077144,0.454096252,1.11480717,0.159334913,2.091048626,1.293069363,1.965075739,2.028053139,0.845239984,1.488056999,0.685858755,1.568273449,0.923219697,0.37719055,0.853538636,0.761394444,1.628106391,2.038857546,1.384690402,2.322635992,0.452981354,0.524435793,2.394032551,0.966560633,0.907834922,1.040526318,2.321523102,1.976923652
AICDA,0.206345544,2.018191146,1.350804917,2.001889542,2.473526822,1.209169486,1.094789118,2.12717187,0.92081349,1.393615505,1.535151288,1.382917375,2.403929138,0.856784362,2.140243949,1.027059709,0.520076308,2.450460987,2.132103444,1.549388104,1.000733784,0.326038028,2.184311903,2.417146308,2.45620588,1.372281071,0.300814035,3.0623079,2.071453498,1.316827482,3.073825576,0.815292958,1.524239889,1.129703881,1.876386349,2.498418348
AIFM1,2.596449067,2.013647179,2.424697265,2.443184299,2.57102731,2.330830512,2.378801859,2.416479083,2.511733453,2.277353062,2.573667108,2.319503206,2.221582577,2.422117452,2.430831048,2.398621047,2.145682698,2.341080732,2.138456872,2.273891532,2.719219503,2.3741236,2.347552248,2.27512981,2.877247578,2.917269077,2.86532572,2.732360294,2.319188838,2.599820522,2.96718621,2.287968162,2.362110813,2.156919166,2.517621766,2.349110109
AIMP2,2.412695132,2.067135879,2.480509208,2.563201156,2.526317575,2.339865922,2.411807219,2.609796744,2.360863433,2.121860416,2.264343236,2.527311698,2.548404868,2.603578184,2.170863764,2.357721279,2.244820168,2.519148627,2.371337046,2.449603462,2.703280302,2.091333957,2.548754228,2.470970603,2.583249926,2.462351659,2.082413329,1.922539412,2.074269944,2.451006876,2.0848458,2.630150712,2.300820452,2.333335984,2.067240909,2.373281529
AK1,0.700172492,1.890578389,1.744355612,0.978824238,1.814480158,2.53710428,1.723178048,1.88657049,1.684630288,1.529643213,1.944110943,1.628665923,1.963901778,1.272185797,1.688254179,1.792312951,2.387291177,2.016498879,1.856810375,2.1601074,1.875237902,1.446886048,1.588368837,1.211557986,2.244390455,2.151279725,1.690365303,1.844754817,2.073145556,0.740454999,1.720299648,1.680594384,1.898663959,1.602469086,1.21037265,2.16895016
AK2,2.163417343,2.191841563,2.18001882,1.539491544,1.911597422,1.987864624,2.274883119,2.28991953,1.786371212,2.105697282,1.975585414,1.700914157,2.499668546,1.904209012,2.191328019,2.129634799,2.166620062,2.317976832,2.049065042,1.849210048,1.898572262,2.108391192,1.732612728,1.893956512,1.987445313,2.436651303,1.890423718,2.318056394,2.056798439,1.954367422,2.049895297,2.010654403,2.226334327,1.983991737,1.820021777,2.254637026
AK3,1.866317641,2.111119022,1.783693624,1.616657499,1.577872409,1.513452639,1.902098597,1.608723086,1.328788991,1.774242538,1.950217943,1.327635927,2.2349398,1.703470318,1.842283185,1.604393612,1.983756042,2.245283683,2.012114273,1.763200899,1.640756297,2.165149294,1.731157804,1.980338203,1.327076395,2.023604523,1.589393722,1.765725661,1.754597838,1.956156854,2.036027983,1.764140435,1.929949236,1.893759144,1.353707786,1.688858633
AKAP1,2.897375003,2.491938093,2.61659741,2.759890227,2.559249111,2.385260745,2.620553551,2.899803859,2.512022693,2.746647661,2.698772336,2.550505346,2.570864581,2.556644314,2.428616869,2.421671774,2.814353533,2.655075704,2.845579249,1.956873431,2.841996969,2.66224752,2.291569997,2.514402659,2.617423112,2.719382289,3.078996755,2.315491151,2.590814291,2.548465125,2.567421878,2.455304842,2.557576533,2.71418407,2.484115672,2.481250323
AKR1B1,3.209603276,2.816995997,2.790005251,3.075769344,2.872964165,2.70959994,2.760248499,2.753543815,2.643169587,2.82380675,2.95254411,2.882407295,3.291094947,3.143867988,2.697571939,2.871920882,2.910203613,3.146251274,3.09446447,3.391303472,3.198438354,3.028145308,3.206965447,3.007318181,2.941687823,3.448127305,2.703112807,2.438947982,2.831870094,3.145196283,2.916974669,3.379284639,2.976242334,3.066133338,2.90570837,2.882964688
AKR1C3,1.331922479,2.305802847,2.066434834,1.065974413,2.081007096,1.717775137,2.150209925,1.6808601,1.472073327,1.12619411,1.948347996,0.79615701,2.589940406,1.550150489,0.842283185,1.591933489,1.737184077,2.329246362,1.549997411,1.717361473,1.980649693,1.355759909,1.691510444,1.625047692,1.695632626,2.350896634,1.489314552,2.104316062,1.654156956,0.857995013,2.032399771,1.873887673,1.948637934,1.995831972,0.971490561,1.889773476
AKT1,2.140249478,2.286179703,1.838314575,2.175756496,2.001152002,1.690622891,2.066974807,2.594296276,1.988082456,2.17370372,2.031648018,2.12719477,2.07483145,2.577049707,2.42463468,1.923047078,2.579801968,2.125344454,2.093899091,2.297360654,2.601957789,2.271547644,2.595796286,2.173808321,2.000553788,2.151561826,2.279926749,2.137336731,2.199489323,2.046445079,2.226802351,2.773139591,1.914269032,2.019592411,2.05547069,1.95533936
AKT1S1,2.320092338,1.961835336,2.607288844,2.290042792,2.765485962,2.772311411,2.205004597,2.305969697,2.243837779,2.669645696,2.127396297,2.090114198,2.298608879,2.09950413,2.00722219,2.426323787,2.123684588,2.359572982,2.068546632,2.578771882,2.496784805,2.565128862,2.187635928,2.2550848,2.481815972,2.398929226,2.144290563,2.361582981,2.281501909,2.153165212,2.84012544,2.017902349,2.926361539,2.054045081,2.178616054,2.376964242
AKT2,2.565511163,2.473688242,2.000498665,2.156375311,1.974738759,2.206220662,2.306631202,2.207816757,2.116749065,2.539981184,2.370611573,2.353756743,2.540047708,2.761749454,2.822510676,2.464156414,2.520572361,2.500732587,2.691442981,2.823994903,2.53831073,2.442479725,2.38775759,2.294820477,2.167510825,2.353384417,2.401783607,2.427172444,2.446477163,2.454875387,2.534533486,2.758608817,2.226956526,2.588047653,2.44392194,2.187169187
AKT3,1.174553709,2.335096121,1.985569186,2.480395224,2.562223742,1.934122546,2.150563729,2.817055333,1.752824454,2.955155514,1.836787417,2.558893268,2.92581307,2.766984471,1.556872655,1.695829623,2.804216878,2.375156516,2.702646384,2.740885695,2.403821293,2.488029568,2.042627208,2.365860505,2.651801056,2.343709139,1.196764774,2.006149045,1.137632661,1.712582749,2.156974013,3.143332604,1.994513423,2.986530417,1.54744775,1.822960707
ALAS1,2.574468286,2.707812054,3.172439191,2.71910716,2.971862626,2.702632778,2.810328223,2.645498186,2.877243885,2.455252829,2.598163688,2.351158392,2.533374402,2.415246769,2.513729829,2.549971605,2.488559257,2.745844245,2.348986672,2.663517013,3.004641504,2.396998943,2.791855645,2.668462271,2.980379096,2.984443826,2.917768764,2.933154702,2.722052333,2.625953748,2.998265698,2.383494682,2.927911596,2.403778725,2.677164252,3.030642175
ALB,1.19600471,1.334928472,1.813119243,1.13852508,1.795410508,1.252635179,1.86208244,1.478012909,1.257039236,0.740402991,1.501096255,1.129371689,1.985493388,0.946960992,0.986660031,1.102913011,0.788921621,1.860763771,1.111827488,0.8504181,1.182357531,1.006524626,1.395244238,1.265789784,1.766777916,1.97603422,0.444236177,1.552011698,0.893379802,1.069880366,1.485040216,1.437967404,1.914269032,1.449812837,0.802577887,1.702686832
ALCAM,2.652132839,2.474783256,2.847765471,2.541537552,2.501257164,3.169965606,2.681188863,2.105803343,2.929690053,2.323327972,2.257730066,2.202566162,2.724880134,1.801646496,2.627312088,2.056536427,2.645882766,2.679022811,2.577079086,2.198831145,2.536003554,2.644970473,2.36449067,2.771116748,2.52222568,2.573528795,2.799543994,2.499570051,2.161241434,2.785619331,2.550957871,2.023913441,2.664618582,2.690176101,2.63852822,2.536322415
ALDH1A1,0.814745713,2.001171715,1.998319014,1.470327418,2.247644466,1.819317131,2.21609357,1.607646767,1.241148641,1.084184967,1.907095836,1.083614199,2.758378841,1.280660105,1.066571798,1.611356398,1.620446853,2.26646038,1.238359967,2.20152696,1.777490829,1.183872889,1.618669376,1.69081337,1.618876645,2.221239531,3.583524789,2.14311457,1.499676846,0.866858473,1.909399852,1.879646937,1.983218441,1.946797964,0.961730724,1.807687239
ALDH1A3,1.137264624,1.408767083,1.741404562,0.363400285,1.435304184,1.388513902,2.420251567,0.883155313,1.370782498,0.495488937,1.734084693,0.646001485,2.114150177,1.229507582,1.028451334,1.48957201,0.889822116,2.170683145,1.092231932,0.778415439,1.267001673,1.101162823,1.40769798,1.520011999,1.097033167,2.051112311,0.38624423,1.873448544,0.793264649,0.95758311,2.015308133,1.334537418,1.785910636,1.399747799,0.809639741,1.779593739
ALDH2,2.458770206,0.772887057,2.453786381,1.746617037,2.12423225,1.347768934,-0.035544651,2.482636181,0.687535278,1.999403369,2.777287231,1.008549519,1.640997698,1.318798198,0.715300706,1.543256869,0.761338099,1.760149388,0.591072436,1.627562874,1.097643797,2.393449884,2.34044416,2.221498444,2.588950438,0.972641277,1.056357495,0.503092057,1.771270355,1.599577061,0.819446375,1.463110439,2.513123884,1.713167384,0.640497342,2.432921404
